mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tree__max_depth,param_tree__min_samples_split,params,split0_test_RMSE,split1_test_RMSE,split2_test_RMSE,split3_test_RMSE,split4_test_RMSE,mean_test_RMSE,std_test_RMSE,rank_test_RMSE,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy
0.6754810333251953,0.04340120954321378,0.06710095405578613,0.013143428173502184,4,0.1,"{'tree__max_depth': 4, 'tree__min_samples_split': 0.1}",-66.81071515003642,-66.10514871160277,-67.35159295899886,-66.78810375381659,-66.79982436376896,-66.77107698764472,0.39576426522553687,5,0.0281,0.0307,0.02645,0.03045,0.0299,0.02912,0.0016151160948984441,9
0.5877549648284912,0.012971439664063137,0.06899886131286621,0.007789980917743276,4,0.2,"{'tree__max_depth': 4, 'tree__min_samples_split': 0.2}",-70.40656432843745,-71.61182835812504,-70.9351392040195,-70.84552450500348,-71.66179081782292,-71.09216944268168,0.47959576587621827,10,0.0276,0.0288,0.0264,0.0293,0.02655,0.027729999999999998,0.0011651609330903603,10
0.5074615478515625,0.007789253551268402,0.05844883918762207,0.009610186737297298,4,0.3,"{'tree__max_depth': 4, 'tree__min_samples_split': 0.3}",-81.94920009380822,-82.26723997223728,-82.15558257057172,-81.65478248588781,-81.782566813882,-81.9618743872774,0.22688687941088215,11,0.02485,0.0261,0.02325,0.02555,0.026,0.02515,0.001047377677822093,11
0.44850645065307615,0.011876889554845144,0.05853147506713867,0.00718705991733881,4,0.4,"{'tree__max_depth': 4, 'tree__min_samples_split': 0.4}",-84.56146252946336,-84.81668956034451,-84.57111133852649,-84.23802688657496,-84.40533478127603,-84.51852501923706,0.19235502422929557,16,0.0253,0.0241,0.022,0.0235,0.02545,0.024069999999999998,0.001267122724916573,16
0.42592811584472656,0.011472279114947073,0.06962270736694336,0.020746937445080816,4,0.5,"{'tree__max_depth': 4, 'tree__min_samples_split': 0.5}",-87.36569479753213,-87.51960863808513,-87.31045817879041,-86.78511549180463,-87.28663176366537,-87.25350177397553,0.24784167335344517,21,0.02385,0.02405,0.02305,0.02425,0.0237,0.023780000000000003,0.00040938978980917403,21
0.7712966918945312,0.05268899509205581,0.07774286270141602,0.009684288173148951,8,0.1,"{'tree__max_depth': 8, 'tree__min_samples_split': 0.1}",-60.40443764724314,-60.0678343997709,-60.73218359500152,-60.23336067337166,-60.24277164044718,-60.33611759116688,0.22484849606433,4,0.0451,0.04765,0.04665,0.0502,0.0455,0.04701999999999999,0.001824445121125873,4
0.621465015411377,0.025459829484813772,0.0611971378326416,0.01461847644212055,8,0.2,"{'tree__max_depth': 8, 'tree__min_samples_split': 0.2}",-69.59889022654488,-70.85142302999867,-70.12265905212219,-69.92427252969887,-70.87380315962393,-70.27420959959771,0.5087568296170866,6,0.03795,0.0385,0.0376,0.03865,0.0373,0.03799999999999999,0.000514781507049349,5
0.5171680450439453,0.013132311281424724,0.05705556869506836,0.004059885952846737,8,0.3,"{'tree__max_depth': 8, 'tree__min_samples_split': 0.3}",-81.94920009380822,-82.26723997223728,-82.15558257057172,-81.65478248588781,-81.782566813882,-81.9618743872774,0.22688687941088215,11,0.02485,0.0261,0.02325,0.02555,0.026,0.02515,0.001047377677822093,11
0.494006872177124,0.011071800699282978,0.06705389022827149,0.012772125309050223,8,0.4,"{'tree__max_depth': 8, 'tree__min_samples_split': 0.4}",-84.56146252946336,-84.81668956034451,-84.57111133852649,-84.23802688657496,-84.40533478127603,-84.51852501923706,0.19235502422929557,16,0.0253,0.0241,0.022,0.0235,0.02545,0.024069999999999998,0.001267122724916573,16
0.43250336647033694,0.01643411509020857,0.058205032348632814,0.008837587449861115,8,0.5,"{'tree__max_depth': 8, 'tree__min_samples_split': 0.5}",-87.36569479753213,-87.51960863808513,-87.31045817879041,-86.78511549180463,-87.28663176366537,-87.25350177397553,0.24784167335344517,21,0.02385,0.02405,0.02305,0.02425,0.0237,0.023780000000000003,0.00040938978980917403,21
0.8014054298400879,0.017836135441104906,0.04940552711486816,0.006718151801367911,16,0.1,"{'tree__max_depth': 16, 'tree__min_samples_split': 0.1}",-60.09743422750177,-59.84384391491799,-60.55035672682243,-60.01572555049346,-60.1356936262909,-60.12861080920531,0.2335495794420442,1,0.0476,0.0476,0.04855,0.05165,0.04765,0.04861,0.00156249799999872,1
0.6318283557891846,0.020302372416511585,0.06603131294250489,0.01027720065931786,16,0.2,"{'tree__max_depth': 16, 'tree__min_samples_split': 0.2}",-69.59889022654488,-70.85142302999867,-70.12265905212219,-69.92427252969887,-70.87380315962393,-70.27420959959771,0.5087568296170866,6,0.03795,0.0385,0.0376,0.03865,0.0373,0.03799999999999999,0.000514781507049349,5
0.5393229961395264,0.011366238854782251,0.060023260116577146,0.00522678112908293,16,0.3,"{'tree__max_depth': 16, 'tree__min_samples_split': 0.3}",-81.94920009380822,-82.26723997223728,-82.15558257057172,-81.65478248588781,-81.782566813882,-81.9618743872774,0.22688687941088215,11,0.02485,0.0261,0.02325,0.02555,0.026,0.02515,0.001047377677822093,11
0.499783992767334,0.013247799810513551,0.05351715087890625,0.0038096927848960275,16,0.4,"{'tree__max_depth': 16, 'tree__min_samples_split': 0.4}",-84.56146252946336,-84.81668956034451,-84.57111133852649,-84.23802688657496,-84.40533478127603,-84.51852501923706,0.19235502422929557,16,0.0253,0.0241,0.022,0.0235,0.02545,0.024069999999999998,0.001267122724916573,16
0.44224138259887696,0.009282610477746485,0.062489652633666994,0.0052845134172497445,16,0.5,"{'tree__max_depth': 16, 'tree__min_samples_split': 0.5}",-87.36569479753213,-87.51960863808513,-87.31045817879041,-86.78511549180463,-87.28663176366537,-87.25350177397553,0.24784167335344517,21,0.02385,0.02405,0.02305,0.02425,0.0237,0.023780000000000003,0.00040938978980917403,21
1.1127572536468506,0.27240791708973294,0.16039915084838868,0.1764625331135015,32,0.1,"{'tree__max_depth': 32, 'tree__min_samples_split': 0.1}",-60.09743422750177,-59.84384391491799,-60.55035672682243,-60.01572555049346,-60.1356936262909,-60.12861080920531,0.2335495794420442,1,0.0476,0.0476,0.04855,0.05165,0.04765,0.04861,0.00156249799999872,1
0.7976042747497558,0.06620086862222119,0.1242905616760254,0.09667636548028315,32,0.2,"{'tree__max_depth': 32, 'tree__min_samples_split': 0.2}",-69.59889022654488,-70.85142302999867,-70.12265905212219,-69.92427252969887,-70.87380315962393,-70.27420959959771,0.5087568296170866,6,0.03795,0.0385,0.0376,0.03865,0.0373,0.03799999999999999,0.000514781507049349,5
0.7631405830383301,0.1682321783682446,0.08085355758666993,0.0067154576398258115,32,0.3,"{'tree__max_depth': 32, 'tree__min_samples_split': 0.3}",-81.94920009380822,-82.26723997223728,-82.15558257057172,-81.65478248588781,-81.782566813882,-81.9618743872774,0.22688687941088215,11,0.02485,0.0261,0.02325,0.02555,0.026,0.02515,0.001047377677822093,11
0.5305894374847412,0.07206109931505332,0.07970023155212402,0.01068896519010346,32,0.4,"{'tree__max_depth': 32, 'tree__min_samples_split': 0.4}",-84.56146252946336,-84.81668956034451,-84.57111133852649,-84.23802688657496,-84.40533478127603,-84.51852501923706,0.19235502422929557,16,0.0253,0.0241,0.022,0.0235,0.02545,0.024069999999999998,0.001267122724916573,16
0.5370602607727051,0.032135703450352444,0.10973601341247559,0.04787571372673306,32,0.5,"{'tree__max_depth': 32, 'tree__min_samples_split': 0.5}",-87.36569479753213,-87.51960863808513,-87.31045817879041,-86.78511549180463,-87.28663176366537,-87.25350177397553,0.24784167335344517,21,0.02385,0.02405,0.02305,0.02425,0.0237,0.023780000000000003,0.00040938978980917403,21
