mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tree__max_depth,param_tree__min_samples_split,params,split0_test_RMSE,split1_test_RMSE,split2_test_RMSE,split3_test_RMSE,split4_test_RMSE,mean_test_RMSE,std_test_RMSE,rank_test_RMSE,split0_test_Accuracy,split1_test_Accuracy,split2_test_Accuracy,split3_test_Accuracy,split4_test_Accuracy,mean_test_Accuracy,std_test_Accuracy,rank_test_Accuracy
0.7735475540161133,0.067472422419933,0.08277850151062012,0.01355859774854689,4,0.1,"{'tree__max_depth': 4, 'tree__min_samples_split': 0.1}",-66.81071515003642,-66.10514871160277,-67.35159295899886,-66.78810375381659,-66.79982436376896,-66.77107698764472,0.39576426522553687,5,0.0281,0.0307,0.02645,0.03045,0.0299,0.02912,0.0016151160948984441,9
0.7633759021759033,0.12298504428616938,0.07372779846191406,0.014144989852175308,4,0.2,"{'tree__max_depth': 4, 'tree__min_samples_split': 0.2}",-70.40656432843745,-71.61182835812504,-70.9351392040195,-70.84552450500348,-71.66179081782292,-71.09216944268168,0.47959576587621827,10,0.0276,0.0288,0.0264,0.0293,0.02655,0.027729999999999998,0.0011651609330903603,10
0.5945551872253418,0.026733478973562118,0.06386198997497558,0.008680301296348426,4,0.3,"{'tree__max_depth': 4, 'tree__min_samples_split': 0.3}",-81.94920009380822,-82.26723997223728,-82.15558257057172,-81.65478248588781,-81.782566813882,-81.9618743872774,0.22688687941088215,11,0.02485,0.0261,0.02325,0.02555,0.026,0.02515,0.001047377677822093,11
0.5777050018310547,0.01640738232583052,0.08309483528137207,0.02687947127329904,4,0.4,"{'tree__max_depth': 4, 'tree__min_samples_split': 0.4}",-84.56146252946336,-84.81668956034451,-84.57111133852649,-84.23802688657496,-84.40533478127603,-84.51852501923706,0.19235502422929557,16,0.0253,0.0241,0.022,0.0235,0.02545,0.024069999999999998,0.001267122724916573,16
0.613883638381958,0.06214851373823578,0.08247241973876954,0.015112325151155724,4,0.5,"{'tree__max_depth': 4, 'tree__min_samples_split': 0.5}",-87.36569479753213,-87.51960863808513,-87.31045817879041,-86.78511549180463,-87.28663176366537,-87.25350177397553,0.24784167335344517,21,0.02385,0.02405,0.02305,0.02425,0.0237,0.023780000000000003,0.00040938978980917403,21
0.9208847522735596,0.09102157587614228,0.066217041015625,0.006978064661521991,8,0.1,"{'tree__max_depth': 8, 'tree__min_samples_split': 0.1}",-60.40443764724314,-60.0678343997709,-60.73218359500152,-60.23336067337166,-60.24277164044718,-60.33611759116688,0.22484849606433,4,0.0451,0.04765,0.04665,0.0502,0.0455,0.04701999999999999,0.001824445121125873,4
0.7822634220123291,0.09627214020432345,0.06340694427490234,0.006583947751151487,8,0.2,"{'tree__max_depth': 8, 'tree__min_samples_split': 0.2}",-69.59889022654488,-70.85142302999867,-70.12265905212219,-69.92427252969887,-70.87380315962393,-70.27420959959771,0.5087568296170866,6,0.03795,0.0385,0.0376,0.03865,0.0373,0.03799999999999999,0.000514781507049349,5
0.5975940227508545,0.02934532202385572,0.06445331573486328,0.005147236950076144,8,0.3,"{'tree__max_depth': 8, 'tree__min_samples_split': 0.3}",-81.94920009380822,-82.26723997223728,-82.15558257057172,-81.65478248588781,-81.782566813882,-81.9618743872774,0.22688687941088215,11,0.02485,0.0261,0.02325,0.02555,0.026,0.02515,0.001047377677822093,11
0.5670097827911377,0.02582331050079176,0.06044502258300781,0.007985705896881344,8,0.4,"{'tree__max_depth': 8, 'tree__min_samples_split': 0.4}",-84.56146252946336,-84.81668956034451,-84.57111133852649,-84.23802688657496,-84.40533478127603,-84.51852501923706,0.19235502422929557,16,0.0253,0.0241,0.022,0.0235,0.02545,0.024069999999999998,0.001267122724916573,16
0.5695271968841553,0.08585098984348102,0.07625827789306641,0.020165625919225227,8,0.5,"{'tree__max_depth': 8, 'tree__min_samples_split': 0.5}",-87.36569479753213,-87.51960863808513,-87.31045817879041,-86.78511549180463,-87.28663176366537,-87.25350177397553,0.24784167335344517,21,0.02385,0.02405,0.02305,0.02425,0.0237,0.023780000000000003,0.00040938978980917403,21
0.8922952651977539,0.028723350586798146,0.06332268714904785,0.005735895158962566,16,0.1,"{'tree__max_depth': 16, 'tree__min_samples_split': 0.1}",-60.09743422750177,-59.84384391491799,-60.55035672682243,-60.01572555049346,-60.1356936262909,-60.12861080920531,0.2335495794420442,1,0.0476,0.0476,0.04855,0.05165,0.04765,0.04861,0.00156249799999872,1
0.7779066085815429,0.07895308695253021,0.07423028945922852,0.013182284152800572,16,0.2,"{'tree__max_depth': 16, 'tree__min_samples_split': 0.2}",-69.59889022654488,-70.85142302999867,-70.12265905212219,-69.92427252969887,-70.87380315962393,-70.27420959959771,0.5087568296170866,6,0.03795,0.0385,0.0376,0.03865,0.0373,0.03799999999999999,0.000514781507049349,5
0.5915553569793701,0.02604511114534739,0.07070579528808593,0.007140341618267432,16,0.3,"{'tree__max_depth': 16, 'tree__min_samples_split': 0.3}",-81.94920009380822,-82.26723997223728,-82.15558257057172,-81.65478248588781,-81.782566813882,-81.9618743872774,0.22688687941088215,11,0.02485,0.0261,0.02325,0.02555,0.026,0.02515,0.001047377677822093,11
0.5388104438781738,0.012471588081403825,0.0801499366760254,0.012929262965475684,16,0.4,"{'tree__max_depth': 16, 'tree__min_samples_split': 0.4}",-84.56146252946336,-84.81668956034451,-84.57111133852649,-84.23802688657496,-84.40533478127603,-84.51852501923706,0.19235502422929557,16,0.0253,0.0241,0.022,0.0235,0.02545,0.024069999999999998,0.001267122724916573,16
